,year,selling_price,transmission,engine,max_power,torque
947,2015,240000,1,116,191,109
948,2010,250000,1,13,246,175
949,2011,175000,1,25,223,139
950,2008,220000,1,32,28,250
951,2003,85000,1,38,195,409
952,2019,675000,1,10,259,41
953,2016,535000,1,29,271,193
954,2019,675000,1,120,233,434
955,2016,800000,1,13,287,193
956,2012,425000,1,13,292,193
957,2011,150000,1,9,235,5
958,2007,90000,1,1,208,415
959,2015,850000,1,71,74,311
960,2008,330000,1,85,5,187
961,2017,850000,1,24,290,221
962,2008,305000,1,90,205,157
963,2013,910000,1,85,0,191
964,2012,1100000,1,85,5,187
965,2019,675000,0,10,268,55
966,2010,150000,1,112,178,398
967,2015,550000,1,13,242,178
968,2012,350000,1,46,14,260
969,2012,300000,1,13,240,178
970,2018,1745000,0,96,116,328
971,2014,611000,1,90,246,190
972,2016,400000,1,11,283,16
973,2013,700000,1,39,58,271
974,2013,300000,1,13,249,200
975,2005,65000,1,17,267,53
976,2011,200000,1,119,222,424
977,2015,650000,1,24,290,221
978,2015,650000,1,24,290,221
979,2013,350000,1,12,239,161
980,2011,75000,1,24,183,416
981,2010,240000,1,14,278,50
982,2013,240000,1,119,222,424
983,2011,180000,1,13,246,175
984,2014,900000,0,74,141,363
985,2014,425000,1,90,205,162
986,2009,95000,1,118,203,422
987,2018,811000,1,13,243,178
988,2018,1100000,1,42,49,127
989,2013,600000,1,89,234,147
990,2014,550000,1,13,291,193
991,2015,715000,1,71,45,284
993,2006,100000,1,26,230,79
994,2013,500000,1,90,246,190
995,2013,350000,1,119,219,424
996,2008,100000,1,26,203,62
997,2012,325000,1,71,69,302
998,2012,220000,1,119,222,424
999,1999,55000,1,112,170,388
1000,2016,330000,1,113,186,405
1001,2014,480000,1,90,204,182
1002,2018,950000,1,13,287,193
1003,2011,300000,1,32,28,239
1004,2006,170000,1,47,8,103
1005,2013,850000,1,85,2,191
1006,2019,900000,1,0,228,106
1007,2015,1325000,1,85,3,188
1008,2012,350000,1,25,218,139
1009,2012,425000,1,25,223,139
1010,2016,600000,1,36,318,212
1011,2014,750000,1,36,294,198
1012,2012,450000,1,25,218,139
1013,2010,325000,1,36,318,211
1014,2013,900000,1,71,74,311
1016,2013,600000,1,36,310,199
1017,2019,1100000,1,42,49,127
1018,2017,520000,1,12,274,49
1019,2015,885000,1,71,45,284
1020,2018,950000,0,35,25,278
1021,2008,229999,1,35,42,116
1022,2013,409999,1,13,240,178
1023,2011,300000,1,25,223,135
1024,2008,175000,1,26,223,100
1025,2000,108000,1,112,178,398
1026,2017,425000,1,119,219,424
1027,2011,272000,1,62,55,296
1028,2013,310000,1,2,224,436
1029,2017,1125000,1,24,289,221
1030,2014,450000,1,10,261,35
1031,2011,388000,1,12,239,161
1032,2011,400000,1,47,8,102
1033,2015,760000,1,36,311,193
1034,2009,120000,1,112,178,398
1035,2019,757000,1,13,243,178
1036,2015,270000,1,112,180,400
1037,2011,250000,1,71,44,261
1038,2011,800000,1,85,5,187
1039,2014,1380000,1,102,109,318
1040,2014,700000,1,88,19,248
1041,2016,450000,1,36,311,193
1042,2018,650000,1,11,262,54
1043,2013,950000,1,71,74,311
1044,2007,626000,1,85,5,187
1046,2019,600000,0,10,259,41
1047,2019,290000,1,113,186,405
1048,2013,215000,1,119,222,424
1049,2016,250000,1,113,186,405
1050,2017,750000,1,13,287,193
1051,2016,250000,1,119,220,424
1052,2017,950000,0,35,40,115
1053,2018,793000,1,36,317,212
1054,2015,750000,1,39,57,275
1055,2017,725000,0,12,289,31
1056,2016,480000,1,3,230,137
1057,2013,3750000,0,104,155,383
1058,2018,795000,1,10,259,41
1059,2016,625000,1,12,289,31
1060,2016,2900000,0,69,150,375
1061,2017,625000,0,13,242,178
1062,2011,440000,0,62,83,309
1063,2018,1400000,1,53,69,150
1064,2017,1450000,0,49,71,150
1065,2017,2700000,0,69,67,292
1066,2019,1925000,0,96,116,328
1067,2020,1900000,0,32,33,268
1068,2017,844999,1,13,287,193
1069,2016,650000,0,36,13,260
1070,2018,750000,1,10,259,41
1071,2018,6000000,0,104,160,396
1072,2015,610000,1,12,289,31
1073,2018,2940000,0,96,118,365
1074,2017,1150000,1,39,57,275
1075,2016,1825000,0,96,116,328
1076,2018,890000,0,10,261,58
1153,2017,385000,1,24,229,106
1154,2016,400000,0,119,219,424
1155,2018,550000,1,6,241,170
1156,2010,270000,1,89,255,186
1157,2013,200000,1,24,228,95
1158,2016,310000,1,113,186,405
1159,2019,700000,1,6,241,171
1160,2015,480000,1,13,242,175
1161,2005,90000,1,112,178,398
1162,2005,80000,1,112,178,398
1163,2015,350000,1,13,240,178
1164,2017,600000,1,13,287,193
1165,2011,350000,1,71,35,281
1166,2018,770000,1,13,287,193
1167,2012,350000,1,29,213,139
1168,2011,600000,1,71,45,287
1169,2016,750000,1,32,0,241
1170,2016,340000,1,119,219,424
1171,2018,650000,1,10,261,47
1172,2014,300000,1,10,253,33
1173,2014,204999,1,112,180,400
1174,2012,254999,1,29,213,139
1175,2017,650000,1,9,283,34
1176,2017,280000,1,114,189,407
1177,2011,100000,1,24,187,412
1178,2014,575000,1,89,234,147
1179,2017,780000,1,13,287,193
1180,2013,467000,1,90,204,182
1181,2015,1050000,1,71,45,284
1182,2011,225000,1,2,224,436
1186,2012,260000,1,29,213,139
1187,2009,90000,1,118,205,420
1188,2012,280000,1,25,223,139
1189,2014,350000,1,29,213,139
1190,2006,229999,1,71,45,287
1191,2016,550000,1,90,205,160
1192,2013,850000,1,85,0,191
1193,2011,370000,1,90,205,157
1194,2013,250000,1,119,222,424
1195,2007,95000,1,112,178,398
1196,2010,180000,1,1,218,415
1197,2016,650000,0,32,0,241
1198,2018,530000,1,6,241,171
1199,2017,610000,1,10,259,41
1201,2010,265000,1,88,31,277
1202,2018,560000,1,12,274,49
1203,2014,430000,1,90,204,182
1204,2017,711000,1,13,243,178
1205,2015,511000,1,10,270,55
1206,2012,450000,1,90,204,182
1207,2015,325000,1,7,289,105
1208,2013,434999,1,29,276,196
1209,2010,210000,1,25,223,139
1211,2007,160000,1,40,18,112
1212,2017,650000,1,21,296,85
1214,2014,320000,1,10,260,48
1215,2017,290000,1,120,218,426
1217,2013,80000,1,110,171,380
1218,2017,1100000,1,71,84,300
1219,2015,600000,1,13,287,193
1220,2017,340000,1,113,186,405
1221,2014,750000,1,85,3,191
1222,2006,100000,1,112,178,398
1223,2019,395000,1,113,186,405
1224,2010,200000,1,1,218,415
1225,2019,450000,1,9,202,417
1226,2012,180000,1,23,246,26
1227,2008,190000,1,90,205,157
1228,2015,310000,1,9,235,5
1229,2014,351000,1,13,240,178
1230,2006,190000,1,47,15,119
1231,2015,225000,1,114,189,407
1232,2012,130000,1,118,204,422
1233,2018,1000000,1,13,288,193
1234,2004,55000,1,26,203,62
1235,2014,330000,1,12,263,14
1236,2013,166000,1,112,167,388
1237,2013,200000,1,88,31,277
1238,2011,140000,1,119,222,424
1239,2017,370000,1,9,202,417
1240,2019,720000,0,10,261,58
1241,2015,500000,1,24,290,218
1242,2019,570000,1,10,261,36
1243,2010,210000,1,10,278,50
1244,2009,120000,1,112,178,398
1245,2005,95000,1,17,267,53
1246,2010,196000,0,10,253,33
1247,2016,392000,1,9,235,5
1248,2010,150000,1,20,295,57
1249,2017,595000,1,35,40,115
1250,2018,833000,0,13,287,193
1251,2011,280000,1,13,242,178
1252,2003,35000,1,112,170,388
1253,2009,180000,1,13,239,43
1254,2012,225000,1,119,222,424
1255,2012,1400000,0,69,112,346
1256,2009,340000,1,24,295,224
1257,2010,550000,1,85,5,187
1258,2017,400000,1,119,219,424
1259,2006,90000,1,17,267,53
1260,2015,650000,1,13,287,193
1261,2012,730000,1,85,0,191
1262,2010,125000,1,4,244,29
1263,2006,81000,1,17,267,53
1264,2007,170000,1,14,286,21
1265,2002,81000,1,32,0,78
1266,2005,95000,1,112,178,398
1267,2010,55000,1,110,168,371
1268,2017,880000,1,29,25,245
1269,2015,200000,1,113,186,405
1270,2019,480000,1,10,259,41
1271,2013,480000,1,90,204,183
1272,2018,700000,1,10,260,48
1273,2016,850000,1,36,311,193
1274,2012,300000,1,24,230,106
1275,2017,650000,1,10,260,48
1276,2010,220000,1,10,279,50
1277,2014,300000,1,26,229,95
1278,2014,450000,1,13,242,178
1279,2014,400000,1,13,242,178
1280,2018,1030000,1,13,287,193
1281,2010,190000,1,13,295,192
1282,2006,140000,1,22,223,135
1283,2018,800000,1,24,291,218
1284,2007,229999,1,92,45,287
1285,2011,300000,1,71,69,302
1286,2011,375000,1,46,14,260
1287,2010,140000,1,12,254,15
1288,2004,60000,1,112,178,398
1289,2014,420000,1,3,232,159
1290,2012,300000,1,29,207,139
1291,2012,150000,1,13,242,174
1292,2015,600000,1,36,310,199
1293,2011,204999,1,25,223,139
1294,2017,625000,1,6,241,171
1295,2011,280000,1,13,298,202
1296,2014,1050000,0,74,141,363
1297,2009,250000,1,46,6,120
1298,2010,535000,1,71,71,302
1299,2009,400000,0,77,125,228
1300,2019,610000,0,10,259,41
1301,2014,509999,1,13,242,178
1302,2014,521000,1,71,71,302
1303,2014,511000,1,13,242,178
1304,2014,451000,1,24,290,221
1305,2009,170000,1,10,253,33
1306,2013,450000,1,13,242,178
1307,2011,375000,1,35,42,116
1308,2016,305000,1,112,180,400
1309,2016,315000,1,113,186,405
1310,2016,250000,1,13,242,175
1311,2012,200000,1,25,223,139
1313,2012,400000,1,29,23,249
1314,2014,509999,1,13,242,178
1315,2008,375000,1,54,62,149
1316,2005,150000,1,119,222,424
1317,2006,75000,0,119,222,424
1318,2015,465000,1,24,21,92
1319,2019,700000,1,6,241,170
1320,2015,950000,1,65,45,284
1321,2017,610000,1,10,260,48
1323,2014,235000,1,112,180,400
1324,2017,330000,1,9,235,5
1325,2014,472000,1,29,271,194
1326,2019,585000,1,10,259,41
1327,2018,500000,1,115,177,435
1328,2019,360000,1,119,220,424
1329,2016,649000,1,13,242,178
1330,2017,200000,1,112,167,388
1332,2014,400000,1,3,230,137
1333,2015,250000,1,111,179,73
1334,2018,1200000,1,35,48,294
1335,2009,250000,1,13,246,178
1336,2013,819999,1,85,3,188
1337,2014,800000,1,71,74,311
1338,2013,429000,1,120,54,142
1339,2010,150000,1,2,204,431
1341,2012,170000,1,116,194,123
1344,2013,360000,1,29,23,249
1345,2018,570000,1,6,241,171
1346,2012,350000,1,29,23,249
1348,2017,700000,1,21,296,85
1349,2012,375000,1,29,23,249
1350,2019,450000,1,9,202,417
1351,2013,325000,1,24,291,219
1352,2011,260000,1,46,14,260
1353,2009,130000,1,112,178,398
1354,2008,150000,1,71,71,302
1355,2014,220000,1,2,204,431
1356,2014,275000,1,10,253,32
1357,2017,455000,1,13,242,178
1358,2017,570000,1,10,260,48
1359,2013,330000,1,46,14,260
1360,2018,1576000,1,80,82,317
1361,2012,450000,1,13,292,193
1362,2014,250000,1,114,189,407
1363,2010,165000,1,10,253,33
1364,2013,800000,0,95,131,355
1365,2018,680000,1,12,289,31
1366,2017,525000,0,12,274,49
1367,2016,825000,1,35,36,118
1368,2017,750000,1,13,287,193
1369,2017,950000,1,71,45,284
1370,2017,950000,1,71,45,284
1371,2017,675000,1,24,295,224
1372,2019,490000,1,12,275,39
1373,2018,775000,1,32,0,241
1374,2009,350000,1,35,42,116
1375,2016,475000,1,11,283,16
1376,2017,950000,1,71,45,284
1377,2010,350000,1,35,40,115
1378,2016,400000,1,119,220,424
1379,2001,75000,1,112,170,388
1380,2017,850000,1,36,294,198
1381,2008,175000,1,119,222,424
1382,2014,570000,1,90,204,182
1383,2013,525000,1,29,23,249
1384,2012,270000,1,10,253,32
1385,2019,434999,1,2,225,437
1386,2015,495000,1,10,260,48
1387,2016,575000,1,24,290,221
1388,2017,600000,1,10,261,36
1389,2015,700000,1,42,52,130
1390,2014,560000,1,36,311,193
1392,2005,250000,1,90,205,157
1393,2013,409999,1,46,12,129
1394,2016,495000,1,29,270,193
1395,2014,470000,1,10,261,47
1396,2013,350000,1,36,312,193
1397,2020,1560000,1,80,81,317
1398,2015,480000,1,12,289,31
1399,2013,270000,1,19,219,144
1400,2018,660000,1,36,245,208
1401,2017,490000,0,10,259,41
1402,2017,800000,1,13,287,193
1403,2011,350000,1,36,308,89
1404,2011,170000,1,25,223,135
1405,2011,125000,1,13,246,166
1406,2012,400000,1,13,239,178
1407,2011,250000,1,36,308,89
1408,2010,190000,1,13,298,202
1409,2010,125000,1,112,178,398
1410,2017,1950000,1,58,112,324
1411,2011,1300000,0,59,106,324
1412,2010,786000,1,85,5,187
1413,2015,335000,1,119,219,424
1414,2009,114999,1,1,218,415
1415,2012,229999,1,12,239,161
1416,2017,731000,1,24,290,221
1417,2012,395000,1,39,60,274
1418,2015,500000,1,13,242,178
1419,2014,220000,1,114,189,407
1420,2013,240000,1,25,226,139
1421,2010,215000,1,24,295,224
1422,2012,400000,1,13,242,178
1423,2012,191000,1,119,222,424
1424,2013,351000,1,88,31,277
1425,2015,250000,0,110,171,381
1426,2009,210000,1,32,28,250
1427,2011,300000,1,34,289,88
1428,2017,700000,1,36,317,212
1429,2010,500000,1,62,88,297
1430,2002,120000,1,112,170,388
1431,2019,850000,1,24,291,231
1433,2017,770000,1,36,311,193
1434,2007,245000,1,54,62,149
1435,2012,250000,1,119,222,424
1436,2016,651000,1,24,291,218
1437,2013,480000,1,35,36,118
1438,2015,470000,1,13,242,178
1439,2016,500000,1,36,311,193
1440,2011,1075000,0,66,139,352
1441,2016,690000,1,13,287,193
1444,2018,480000,1,10,259,41
1445,2013,450000,1,13,242,178
1447,2015,445000,1,36,245,208
1448,2018,700000,1,10,260,48
1449,2014,560000,1,13,292,193
1450,2013,475000,1,36,315,210
1451,2014,465000,1,36,312,193
1452,2017,520000,1,13,242,178
1453,2011,225000,1,20,295,57
1454,2015,700000,1,21,302,85
1456,2006,93150,1,35,251,66
1457,2016,403000,1,32,0,241
1458,2009,229999,1,2,224,436
1459,2016,525000,1,13,242,178
1460,2014,560000,1,21,302,85
1461,2020,830000,1,71,90,331
1462,2011,250000,1,13,239,43
1463,2014,450000,1,90,205,160
1464,2016,745000,1,65,45,284
1465,2010,144000,1,25,223,139
1466,2008,120000,1,1,208,415
1467,2008,300000,1,71,71,302
1468,1999,52000,1,112,170,388
1469,2003,300000,1,71,45,287
1470,2009,270000,1,90,205,157
1471,2014,260000,1,13,242,175
1472,2015,475000,1,19,220,144
1473,2011,302000,1,25,223,139
1474,1994,45000,1,112,170,388
1475,2017,775000,1,13,287,193
1476,2015,700000,1,13,291,193
1477,2014,530000,1,13,242,178
1478,2017,869999,1,35,25,278
1479,2006,155000,1,62,32,276
1480,2019,550000,0,12,273,49
1481,2016,600000,1,13,242,178
1482,2012,430000,1,13,239,178
1483,2010,246000,1,13,295,192
1484,2003,120000,1,117,200,411
1485,2014,565000,1,10,260,48
1486,2018,850000,1,24,291,231
1487,2006,160000,1,112,178,398
1488,2014,325000,1,13,246,185
1489,2011,450000,1,71,45,287
1490,2015,310000,1,2,224,436
1491,2013,250000,1,36,311,193
1492,2015,420000,1,13,242,178
1493,2013,330000,0,24,311,96
1494,2015,405000,1,10,259,41
1495,2013,400000,1,90,204,182
1496,2010,409999,0,35,36,118
1497,2013,500000,1,90,204,182
1498,2011,590000,1,71,74,311
1500,2007,135000,1,2,224,436
1501,2004,70000,1,119,222,424
1502,2004,45000,1,112,170,388
1503,2018,650000,1,13,243,178
1504,2018,400000,1,119,219,424
1505,2017,350000,1,119,220,424
1506,2017,550000,1,6,241,170
1507,2016,350000,1,119,219,424
1508,2015,459999,1,13,242,178
1509,2012,185000,1,112,178,398
1510,2013,550000,1,12,239,161
1511,2012,300000,1,119,197,408
1513,2011,900000,1,85,5,187
1514,2016,900000,1,36,311,193
1515,2012,550000,1,90,204,183
1516,2018,625000,1,10,268,55
1517,2017,310000,1,112,180,400
1518,2017,500000,1,13,242,178
1519,2016,610000,1,3,230,137
1520,2012,150000,1,24,228,95
1521,2015,480000,1,3,231,159
1522,2017,650000,1,10,260,48
1523,2012,290000,1,24,295,224
1524,2017,300000,1,112,180,400
1525,2010,270000,1,13,239,178
1526,2015,400000,1,3,231,159
1527,2015,280000,1,112,180,400
1528,2009,250000,1,14,278,50
1529,2012,495000,1,13,239,178
1530,2018,3250000,0,107,143,369
1531,2019,700000,1,12,291,31
1532,2013,310000,1,24,228,106
1533,2017,650000,1,29,271,193
1534,2015,600000,0,12,289,31
1535,2009,150000,1,71,71,302
1536,2009,135000,1,23,246,60
1537,2014,650000,1,13,242,178
1538,2012,550000,1,35,36,118
1539,2017,650000,1,13,243,178
1540,2018,2900000,0,96,118,365
1541,2017,450000,1,11,283,16
1542,2015,650000,1,21,296,85
1543,2017,430000,1,10,261,35
1544,2017,1143000,0,39,57,275
1545,2019,700000,0,10,259,41
1546,2011,229999,1,10,279,50
1547,2017,509999,1,32,0,241
1548,2016,670000,1,37,29,108
1549,2019,525000,0,12,273,49
1550,2016,515000,1,29,271,193
1551,2020,630000,1,10,259,41
1552,2019,270000,1,113,188,405
1553,2016,300000,1,112,180,400
1554,2012,250000,1,84,307,226
1555,2005,90000,1,112,178,398
1556,2017,750000,1,13,287,193
1557,2009,135000,1,1,218,415
1558,2013,275000,1,9,235,5
1559,2018,740000,1,11,25,143
1565,2018,1000000,1,34,21,107
1566,2018,1000000,1,34,21,107
1567,2019,550000,1,10,261,35
1568,2016,600000,1,10,259,41
1569,2016,675000,0,46,13,129
1570,2019,950000,1,36,17,110
1571,2017,850000,1,35,40,115
1573,2012,550000,0,49,71,150
1574,2018,925000,1,13,287,193
1575,2015,625000,0,37,28,108
1576,2014,200000,1,112,180,400
1577,2014,635000,0,35,40,115
1579,2014,425000,1,13,290,193
1580,2011,220000,1,119,222,424
1581,2018,590000,1,10,261,36
1582,2017,775000,1,88,19,248
1583,2015,350000,1,10,279,50
1584,2018,575000,1,10,268,55
1585,2011,200000,1,11,246,10
1586,2018,1575000,1,71,91,348
1587,2015,600000,1,36,310,199
1588,2016,720000,1,90,204,182
1589,2012,158000,1,24,228,95
1590,2018,1575000,1,71,91,348
1591,2017,580000,0,10,261,36
1592,2012,420000,1,90,204,182
1593,2018,1200000,1,35,48,294
1594,2018,350000,1,120,218,426
1595,2014,650000,1,35,40,115
1596,2017,400000,1,119,219,424
1597,2018,700000,1,35,25,278
1598,2017,520000,1,10,262,50
1599,2012,450000,1,71,45,287
1600,2017,850000,1,71,84,300
1601,2017,350000,1,113,186,405
1602,2011,450000,1,84,307,226
1603,2008,165000,1,2,224,436
1604,2010,160000,1,2,204,431
1605,2011,300000,1,71,68,302
1606,2012,550000,1,71,45,287
1607,2015,285000,1,119,220,424
1610,2018,900000,1,30,7,98
1611,2005,180000,1,112,178,398
1612,2016,220000,1,114,189,407
1613,2013,120000,1,13,242,174
1614,2010,220000,1,10,255,19
1615,2013,420000,1,13,249,200
1616,2013,160000,1,26,230,94
1617,2015,250000,1,114,189,407
1618,2013,385000,1,13,292,193
1619,2014,318000,1,119,221,424
1620,2018,480000,1,10,261,36
1621,2015,330000,1,119,219,424
1622,2011,152000,1,26,231,90
1623,2014,250000,1,112,180,400
1624,2011,248000,1,26,231,90
1625,2011,300000,1,11,246,10
1626,2017,550000,1,10,260,48
1627,2016,650000,1,24,290,221
1628,2017,445000,1,10,262,50
1629,2010,450000,1,85,5,187
1630,2016,600000,1,32,0,241
1631,2014,495000,1,29,23,249
1632,2011,220000,0,40,11,114
1633,2011,260000,0,40,11,114
1634,2009,150000,1,2,204,431
1635,2011,200000,1,25,223,139
1636,2018,1465000,1,71,74,299
1638,2008,250000,0,16,25,69
1639,2014,310000,1,84,302,215
1640,2010,600000,0,71,45,287
1641,2018,560000,1,10,268,55
1642,2016,500000,1,10,270,55
1643,2013,270000,1,3,230,137
1644,2013,420000,1,39,60,274
1645,2015,434999,1,10,270,55
1646,2015,400000,0,10,261,35
1647,2015,470000,1,13,242,178
1648,2015,480000,1,29,271,194
1649,2008,105000,1,2,203,431
1650,2017,325000,1,0,228,106
1652,2020,675000,0,10,261,35
1653,2009,170000,1,10,253,33
1654,2017,1250000,1,39,57,275
1655,2012,600000,1,77,125,228
1656,2014,819999,1,36,311,193
1657,2016,650000,1,10,260,48
1658,2007,105000,1,1,193,402
1659,2009,200000,1,29,215,140
1660,2013,200000,1,24,228,95
1661,2016,220000,1,112,167,388
1662,2014,500000,1,46,8,129
1663,2007,175000,1,29,213,140
1664,2018,450000,1,12,274,49
1665,2008,210000,1,62,55,296
1666,2011,270000,1,13,239,43
1667,2006,110000,1,26,203,62
1668,2015,480000,1,13,242,178
1669,2016,650000,0,13,242,178
1670,2013,480000,1,13,242,178
1671,2016,700000,1,24,290,221
1672,2015,650000,1,13,291,193
1673,2015,1300000,1,39,57,275
1674,2016,1350000,0,59,69,303
1675,2016,1000000,0,36,26,261
1676,2011,1700000,0,103,105,377
1677,2018,1080000,0,34,21,107
1678,2012,170000,1,114,189,407
1679,2017,610000,1,13,242,178
1680,2014,350000,1,10,279,50
1681,2016,260000,1,112,180,400
1682,2015,700000,1,13,298,202
1683,2018,678000,1,120,246,428
1684,2015,800000,1,13,287,193
1685,2014,400000,1,19,219,144
1686,2010,300000,1,10,255,19
1687,2016,520000,1,10,260,48
1688,2017,850000,0,29,25,249
1689,2019,1460000,1,35,48,294
1690,2017,830000,1,35,25,278
1691,2018,430000,1,11,218,10
